Date,bp
2019-01-03,31.8514404296875
2019-01-04,32.85269546508789
2019-01-07,32.959388732910156
2019-01-08,32.85269546508789
2019-01-09,33.123538970947266
2019-01-10,33.402565002441406
2019-01-11,33.02505111694336
2019-01-14,33.172767639160156
2019-01-15,33.02505111694336
2019-01-16,32.92655944824219
2019-01-17,32.934776306152344
2019-01-18,33.45180892944336
2019-01-22,32.893733978271484
2019-01-23,32.92655944824219
2019-01-24,32.91835403442383
2019-01-25,32.91835403442383
2019-01-28,32.47517776489258
2019-01-29,32.992218017578125
2019-01-30,33.37794494628906
2019-01-31,33.747257232666016
2019-02-01,33.927818298339844
2019-02-04,33.96885681152344
2019-02-05,35.14246368408203
2019-02-06,35.32301330566406
2019-02-07,35.04397201538086
2019-02-08,34.87162399291992
2019-02-11,34.641822814941406
2019-02-12,34.814170837402344
2019-02-13,34.994728088378906
2019-02-14,34.865657806396484
2019-02-15,35.21539306640625
2019-02-19,35.290340423583984
2019-02-20,35.37361526489258
2019-02-21,35.21539306640625
2019-02-22,35.356956481933594
2019-02-25,35.398590087890625
2019-02-26,35.40692138671875
2019-02-27,35.67339324951172
2019-02-28,35.515174865722656
2019-03-01,35.456886291503906
2019-03-04,35.50685119628906
2019-03-05,35.590118408203125
2019-03-06,35.55681228637695
2019-03-07,35.49851989746094
2019-03-08,35.182090759277344
2019-03-11,35.24871063232422
2019-03-12,35.356956481933594
2019-03-13,36.497772216796875
2019-03-14,36.59769821166992
2019-03-15,36.53108215332031
2019-03-18,36.83919143676758
2019-03-19,37.03071212768555
2019-03-20,37.08066940307617
2019-03-21,37.08066940307617
2019-03-22,36.59769821166992
2019-03-25,36.247962951660156
2019-03-26,36.48944854736328
2019-03-27,36.29792404174805
2019-03-28,36.33123016357422
2019-03-29,36.40617752075195
2019-04-01,36.714271545410156
2019-04-02,36.83085632324219
2019-04-03,36.83085632324219
2019-04-04,36.76424026489258
2019-04-05,37.08066940307617
2019-04-08,37.663570404052734
2019-04-09,37.46371841430664
2019-04-10,37.5053596496582
2019-04-11,37.36379623413086
2019-04-12,37.19725036621094
2019-04-15,37.19725036621094
2019-04-16,37.03903579711914
2019-04-17,37.15562057495117
2019-04-18,36.96409225463867
2019-04-22,37.5053596496582
2019-04-23,37.48870086669922
2019-04-24,36.747589111328125
2019-04-25,36.60602569580078
2019-04-26,36.06476974487305
2019-04-29,35.82327651977539
2019-04-30,36.41450119018555
2019-05-01,35.87324142456055
2019-05-02,35.49851989746094
2019-05-03,35.87324142456055
2019-05-06,35.74833679199219
2019-05-07,35.157108306884766
2019-05-08,35.207069396972656
2019-05-09,35.19439697265625
2019-05-10,35.06764602661133
2019-05-13,34.83949279785156
2019-05-14,35.109893798828125
2019-05-15,35.29579544067383
2019-05-16,35.72674560546875
2019-05-17,35.77744674682617
2019-05-20,35.98025131225586
2019-05-21,36.1239013671875
2019-05-22,35.77744674682617
2019-05-23,34.93244552612305
2019-05-24,35.28734588623047
2019-05-28,35.05074691772461
2019-05-29,34.873294830322266
2019-05-30,34.67049789428711
2019-05-31,34.40855026245117
2019-06-03,34.6789436340332
2019-06-04,34.949344635009766
2019-06-05,34.6789436340332
2019-06-06,35.16059875488281
2019-06-07,35.60844802856445
2019-06-10,35.55774688720703
2019-06-11,35.77744674682617
2019-06-12,34.69584274291992
2019-06-13,34.83104705810547
2019-06-14,34.569091796875
2019-06-17,34.17193603515625
2019-06-18,34.712745666503906
2019-06-19,34.721195220947266
2019-06-20,35.32959747314453
2019-06-21,35.87039566040039
2019-06-24,35.64224624633789
2019-06-25,35.371849060058594
2019-06-26,35.55774688720703
2019-06-27,35.169044494628906
2019-06-28,35.23665237426758
2019-07-01,35.55774688720703
2019-07-02,35.371849060058594
2019-07-03,34.949344635009766
2019-07-05,34.67049789428711
2019-07-08,34.712745666503906
2019-07-09,34.6028938293457
2019-07-10,34.83104705810547
2019-07-11,34.88174819946289
2019-07-12,34.82258987426758
2019-07-15,34.3831901550293
2019-07-16,33.97759246826172
2019-07-17,33.191741943359375
2019-07-18,32.8199348449707
2019-07-19,33.14948654174805
2019-07-22,33.25088119506836
2019-07-23,33.35228729248047
2019-07-24,33.07343292236328
2019-07-25,32.94668960571289
2019-07-26,32.938236236572266
2019-07-29,33.03118133544922
2019-07-30,33.791690826416016
2019-07-31,33.580440521240234
2019-08-01,32.955135345458984
2019-08-02,32.51573181152344
2019-08-05,31.82283592224121
2019-08-06,31.78058433532715
2019-08-07,31.729883193969727
2019-08-08,31.940353393554688
2019-08-09,31.62249755859375
2019-08-12,31.48503875732422
2019-08-13,31.957536697387695
2019-08-14,31.15001106262207
2019-08-15,30.969600677490234
2019-08-16,31.1757755279541
2019-08-19,31.656858444213867
2019-08-20,31.3132266998291
2019-08-21,31.570953369140625
2019-08-22,31.373371124267578
2019-08-23,31.1070556640625
2019-08-26,31.184364318847656
2019-08-27,31.442089080810547
2019-08-28,31.639678955078125
2019-08-29,31.742767333984375
2019-08-30,31.742767333984375
2019-09-03,31.742767333984375
2019-09-04,32.052032470703125
2019-09-05,32.10358428955078
2019-09-06,32.17230987548828
2019-09-09,32.21525573730469
2019-09-10,32.50734329223633
2019-09-11,32.472984313964844
2019-09-12,32.361305236816406
2019-09-13,32.53311538696289
2019-09-16,33.80454635620117
2019-09-17,33.10869598388672
2019-09-18,33.15164566040039
2019-09-19,33.237548828125
2019-09-20,33.49527359008789
2019-09-23,33.29768371582031
2019-09-24,32.7564697265625
2019-09-25,32.790836334228516
2019-09-26,32.85956573486328
2019-09-27,32.8681526184082
2019-09-30,32.63620376586914
2019-10-01,32.38706970214844
2019-10-02,31.433504104614258
2019-10-03,31.244504928588867
2019-10-04,31.75135612487793
2019-10-07,31.742767333984375
2019-10-08,31.656858444213867
2019-10-09,31.93175506591797
2019-10-10,31.923175811767578
2019-10-11,32.18088912963867
